id,host_is_superhost,host_listings_count,host_identity_verified,latitude,longitude,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month,host_days_active,first_review_since,last_review_since,kitchen,balcony,bed_linen,breakfast,tv,coffee_machine,cooking_basics,white_goods,elevator,heating,child_friendly,parking,outdoor_space,host_greeting,tub_sauna_or_pool,internet,long_term_stays,private_entrance,secure,fire_fighting_measures,first_aid_kit,dedicated_workspace,lock,essentials,host_verifications_email,host_verifications_work_email,['neighbourhood_cleansed']_Dn Laoghaire-Rathdown,['neighbourhood_cleansed']_Dublin City,['neighbourhood_cleansed']_Fingal,['neighbourhood_cleansed']_South Dublin,['room_type']_Entire home/apt,['room_type']_Hotel room,['room_type']_Private room,['room_type']_Shared room
34304662,0,1,1,53.34928,-6.34397,7,1.5,4.0,4.0,220,3,28,32,5.0,5.0,4.94,4.97,5.0,4.81,4.91,0,0.82,2697.0,1169.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,1,0,0,1,0,0,0
34312080,0,7,1,53.39301,-6.37895,2,1.5,1.0,1.0,36,1,14,46,4.87,4.96,4.87,4.98,5.0,4.76,4.8,1,1.21,1860.0,1144.0,933.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,1,0,0,0,1,0
34312752,0,3,0,53.33656,-6.27513,10,5.0,5.0,5.0,8956,1,365,21,3.86,4.19,3.86,3.95,4.0,4.48,4.1,1,0.54,1231.0,1169.0,24.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0,1,0,0,1,0,0,0
34313323,0,3,0,53.33692,-6.2753,8,4.0,4.0,4.0,8956,1,365,6,3.17,3.67,4.0,4.17,3.67,4.67,3.67,1,0.16,1231.0,1149.0,60.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0,1,0,0,1,0,0,0
34338295,0,2,1,53.31582,-6.23651,1,2.0,1.0,1.0,50,1,1125,7,4.67,4.83,4.33,5.0,4.83,5.0,4.83,1,0.18,2886.0,1165.0,1107.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1,0,0,0,0,1,0
34351989,0,1,0,53.35175,-6.28444,4,1.0,1.0,2.0,136,15,365,17,4.29,4.76,4.29,4.76,5.0,4.88,4.59,0,0.42,1229.0,1219.0,1023.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1,0,0,1,0,0,0
34367082,0,1,0,53.34606,-6.31087,4,3.0,2.0,2.0,165,1,1125,5,5.0,5.0,4.2,5.0,5.0,4.8,5.0,0,0.12,1229.0,1212.0,981.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1,0,0,1,0,0,0
34368046,0,2,0,53.34492,-6.27653,2,2.0,1.0,1.0,69,1,7,23,4.91,4.78,4.78,4.87,4.96,4.96,4.91,0,0.57,1229.0,1213.0,1002.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1,0,0,0,0,1,0
34368739,0,1,1,53.35307,-6.25017,2,1.0,1.0,1.0,117,14,1125,5,5.0,5.0,4.8,5.0,5.0,5.0,4.6,0,0.12,2328.0,1212.0,1176.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,1,0,0,0,0,1,0
34387298,0,3,0,53.33726,-6.27693,10,5.0,5.0,5.0,2233,1,365,18,3.78,4.0,3.89,4.44,4.11,4.61,3.89,1,0.46,1231.0,1165.0,28.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,1,0,0,0,0,1,0
34405294,0,1,1,53.44539,-6.13416,7,2.5,4.0,5.0,307,14,1125,11,4.55,4.45,4.64,4.91,4.91,4.73,4.45,0,0.29,2705.0,1138.0,718.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,1,0,1,0,0,0
34413689,0,2,1,53.39356,-6.16439,1,1.5,1.0,1.0,28,1,27,36,4.5,4.69,4.78,4.89,4.67,4.61,4.53,0,0.89,1483.0,1218.0,1078.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,1,0,0,0,0,1,0
34433355,0,5,1,53.34658,-6.2483,3,1.0,2.0,2.0,166,2,1125,6,5.0,5.0,5.0,5.0,5.0,5.0,4.83,0,0.15,2129.0,1191.0,1127.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,1,0,0,0,0,1,0
34435070,0,1,0,53.42457,-6.37513,5,2.5,3.0,3.0,100,3,10,8,5.0,5.0,5.0,4.88,5.0,5.0,5.0,1,0.21,1226.0,1132.0,1057.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,1,0,1,0,0,0
34441692,0,1,1,53.37628,-6.28797,2,1.0,1.0,1.0,60,2,4,10,5.0,4.9,4.8,4.9,5.0,4.8,4.7,1,0.25,2588.0,1212.0,1118.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,1,0,0,0,0,1,0
34461597,0,2,1,53.32854,-6.2332,8,3.0,4.0,7.0,400,7,1125,10,5.0,4.9,5.0,4.9,5.0,5.0,4.9,0,0.27,1256.0,1127.0,39.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0,1,0,0,1,0,0,0
34501297,1,3,1,53.34081,-6.25759,4,1.0,2.0,3.0,271,3,1125,51,4.75,4.71,4.86,4.82,4.78,5.0,4.59,0,1.55,3064.0,985.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0,1,0,0,1,0,0,0
34517691,0,1,0,53.32935,-6.25871,2,1.0,1.0,1.0,95,2,10,4,5.0,5.0,5.0,5.0,5.0,5.0,4.5,0,0.1,1532.0,1198.0,1030.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,1,0,0,1,0,0,0
34527049,1,3,1,53.34108,-6.25458,4,1.0,2.0,3.0,266,3,1125,42,4.88,4.88,4.88,4.86,4.86,5.0,4.64,0,1.08,3064.0,1170.0,6.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0,1,0,0,1,0,0,0
34539036,0,1,0,53.44664,-6.17892,2,1.0,1.0,1.0,49,1,5,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0.02,2407.0,1204.0,1204.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0,1,0,0,0,1,0
34539122,0,5,0,53.35415,-6.26545,8,1.0,1.0,2.0,570,4,1125,9,3.78,4.22,4.0,4.22,4.33,4.56,3.78,0,0.22,1224.0,1206.0,1162.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,1,0,0,1,0,0,0
34552877,0,3,1,53.34793,-6.2791,4,1.0,1.0,2.0,346,1,1125,25,4.2,4.68,4.28,4.68,4.8,4.6,4.2,0,0.64,1265.0,1177.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,1,0,0,0,0,1,0
34562403,1,1,1,53.44379,-6.15441,4,2.0,2.0,4.0,140,1,28,79,4.88,4.87,4.92,4.91,4.95,4.96,4.82,1,1.95,1824.0,1217.0,11.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,1,0,0,1,0,0
34564901,0,1,0,53.3734,-6.20841,2,1.0,1.0,1.0,60,1,1125,3,4.5,5.0,4.0,5.0,4.5,5.0,4.5,0,0.07,2172.0,1221.0,1115.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1,0,0,0,0,1,0
34573082,0,1,1,53.36667,-6.2403,8,1.5,4.0,4.0,225,2,1125,1,4.0,4.0,4.0,3.0,4.0,3.0,3.0,1,0.02,2460.0,1205.0,1205.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1,0,0,1,0,0,0
34593663,0,2,1,53.34967,-6.23212,1,1.0,1.0,1.0,93,4,1125,3,2.5,3.0,2.0,4.5,4.0,5.0,4.0,0,0.09,1298.0,1002.0,953.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,1,0
34598110,0,10,1,53.35895,-6.25472,2,1.0,1.0,1.0,120,14,122,27,4.63,4.96,4.78,4.89,4.78,4.81,4.26,0,0.76,2524.0,1068.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,1,0,0,1,0,0,0
34599598,1,1,0,53.34168,-6.29604,2,1.0,1.0,1.0,44,1,4,128,4.71,4.77,4.7,4.87,4.92,4.78,4.62,1,3.17,1421.0,1212.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,1,0,0,0,0,1,0
34602809,0,1,1,53.36379,-6.25531,1,1.0,1.0,1.0,70,5,1125,13,4.69,4.77,5.0,5.0,4.92,4.85,4.62,0,0.35,1462.0,1124.0,909.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,1,0,0,0,0,1,0
34603177,0,4,1,53.36788,-6.28301,2,1.0,1.0,1.0,55,3,300,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0.1,2132.0,1193.0,1014.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,1,0,0,0,0,1,0
34615748,0,1,1,53.36418,-6.24339,2,1.5,1.0,1.0,85,3,10,15,4.93,4.93,5.0,4.86,5.0,4.86,4.93,0,0.41,2057.0,1089.0,945.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1,0,0,0,0,1,0
34640460,0,10,1,53.35898,-6.25309,2,1.0,1.0,1.0,95,60,122,22,4.77,4.73,4.64,4.95,4.86,4.55,4.73,0,0.55,2524.0,1204.0,111.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,1,0,0,1,0,0,0
34641213,0,1,1,53.359566,-6.255786,2,2.0,1.0,1.0,103,1,1125,29,4.76,4.93,4.72,4.86,4.93,4.86,4.72,1,0.74,3235.0,1176.0,52.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0,1,0,0,0,0,1,0
34672971,0,3,1,53.34987,-6.25274,1,1.0,1.0,1.0,86,1,14,472,4.6,4.79,4.66,4.86,4.81,4.84,4.62,1,11.65,2166.0,1214.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0,1
34680667,0,10,1,53.35952,-6.25306,2,1.0,1.0,1.0,85,14,140,28,4.43,4.68,4.57,4.71,4.57,4.46,4.29,0,0.7,2524.0,1204.0,59.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,1,0,0,1,0,0,0
34687372,0,1,1,53.29572,-6.29666,5,1.0,1.0,3.0,84,1,28,94,4.98,4.99,4.96,5.0,5.0,4.82,4.94,0,2.34,1245.0,1206.0,731.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0,0,1,1,0,0,0
34691862,0,10,1,53.35723,-6.25298,2,1.0,1.0,1.0,90,27,122,55,4.56,4.84,4.75,4.96,4.89,4.55,4.38,0,1.39,2524.0,1186.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,1,0,0,1,0,0,0
34692075,0,10,1,53.35935,-6.25371,2,1.0,1.0,1.0,141,27,122,22,4.41,4.64,4.59,4.82,4.82,4.55,4.32,0,0.57,2524.0,1156.0,72.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,1,0,0,1,0,0,0
34699297,0,3,1,53.3496,-6.25208,1,1.0,1.0,1.0,94,1,14,99,4.61,4.78,4.67,4.85,4.84,4.66,4.52,1,2.47,2166.0,1201.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0,1
34699872,0,3,1,53.35151,-6.25046,10,1.0,1.0,10.0,865,1,14,15,4.93,4.8,4.93,5.0,5.0,4.93,5.0,1,0.39,2166.0,1140.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0
34705888,0,1,0,53.34125,-6.23618,2,1.0,1.0,1.0,50,1,1125,17,4.18,4.41,4.06,4.24,4.12,4.47,4.47,1,0.42,1244.0,1208.0,1051.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1,0,0,0,0,1,0
34733733,0,8,1,53.35161,-6.27056,7,2.0,2.0,5.0,560,1,180,9,4.78,5.0,4.89,5.0,4.89,4.78,4.78,1,0.23,1216.0,1193.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,1,0,0,1,0,0,0
34736280,0,4,1,53.29409,-6.1494,6,2.0,2.0,3.0,219,2,90,117,4.65,4.83,4.63,4.89,4.88,4.92,4.61,0,3.13,2136.0,1120.0,9.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,0,0,0,1,0,0,0
34741919,1,2,0,53.2961,-6.38282,2,1.0,1.0,2.0,120,2,31,47,4.78,4.93,4.63,5.0,4.98,4.65,4.85,0,1.17,1216.0,1205.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,0,1,0,0,1,0
34749708,0,2,1,53.28426,-6.14047,2,1.5,1.0,1.0,60,2,14,55,4.95,4.93,4.98,4.98,5.0,4.95,4.89,1,1.37,2970.0,1203.0,629.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,0,0,0,0,0,1,0
34768412,0,8,1,53.35372,-6.26873,7,2.0,2.0,5.0,400,1,180,7,5.0,5.0,5.0,5.0,5.0,4.86,5.0,1,0.18,1216.0,1178.0,927.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,1,0,0,1,0,0,0
34779611,0,1,1,53.34263,-6.29425,2,1.0,1.0,1.0,75,1,1125,6,4.83,5.0,4.83,5.0,5.0,5.0,4.83,1,0.15,1215.0,1184.0,1163.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1,0,0,0,0,1,0
34785846,1,1,1,53.34043,-6.26526,7,2.0,4.0,5.0,417,2,1125,133,4.87,4.9,4.92,4.84,4.98,4.99,4.74,0,3.31,1215.0,1204.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,1,0,0,0
34797287,1,1,1,53.38904,-6.07265,4,2.0,2.0,2.0,180,2,30,158,4.84,4.89,4.8,4.94,4.96,4.97,4.72,0,3.96,2242.0,1198.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,1,0,1,0,0,0
34799980,0,8,1,53.35336,-6.26858,6,2.0,2.0,4.0,525,1,180,28,4.89,4.89,4.96,4.86,4.71,4.89,4.75,1,0.74,1216.0,1135.0,13.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,1,0,0,1,0,0,0
34800427,0,8,1,53.35169,-6.27054,6,2.0,2.0,4.0,400,1,180,9,4.67,4.44,4.78,4.89,4.89,4.67,4.67,1,0.26,1216.0,1048.0,920.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,1,0,0,1,0,0,0
34802119,0,8,1,53.35165,-6.2705,5,2.0,2.0,3.0,400,1,180,25,4.92,4.96,5.0,4.92,4.92,4.76,4.84,1,0.65,1216.0,1160.0,917.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,1,0,0,1,0,0,0
34803323,0,8,1,53.35166,-6.27036,5,2.0,2.0,3.0,400,1,180,9,4.89,4.78,5.0,4.89,4.89,4.89,4.78,1,0.23,1216.0,1156.0,925.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,1,0,0,1,0,0,0
34803941,0,8,1,53.35141,-6.27052,6,1.0,2.0,3.0,400,1,180,8,4.75,4.25,5.0,4.88,4.75,4.88,4.5,1,0.2,1216.0,1186.0,932.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,1,0,0,1,0,0,0
34812856,0,1,1,53.3434,-6.26398,1,1.0,1.0,1.0,90,1,29,6,4.33,4.33,4.33,4.33,4.33,5.0,4.33,1,0.15,1517.0,1212.0,1191.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1,0,0,0,0,1,0
34835048,0,5,0,53.35224,-6.26483,7,1.0,2.0,3.0,580,4,1125,6,3.83,3.83,4.17,4.33,4.5,5.0,3.83,0,0.15,1224.0,1209.0,1184.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,1,0,0,1,0,0,0
34835160,0,1,1,53.34912,-6.26658,2,1.0,1.0,1.0,70,1,15,43,4.4,4.74,4.07,4.88,4.83,4.9,4.48,0,1.07,1969.0,1205.0,924.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,1,0,0,0,0,1,0
34836065,0,2,0,53.34425,-6.27414,2,1.0,1.0,1.0,129,1,7,3,5.0,5.0,4.67,4.33,5.0,5.0,4.67,0,0.08,1229.0,1191.0,1100.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1,0,0,0,0,1,0
34838791,1,1,1,53.33324,-6.27237,2,0.5,1.0,1.0,202,2,100,232,4.91,4.94,4.88,4.96,4.97,4.91,4.79,0,5.78,1249.0,1205.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,1,0,0,0,0,1,0
34851952,0,1,1,53.27063,-6.2057,1,1.5,1.0,1.0,70,1,1125,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0.05,1661.0,1210.0,1191.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0,0,0,1,0
34853246,0,1,0,53.32183,-6.29016,3,2.0,2.0,2.0,25,1,29,7,4.86,5.0,4.86,5.0,5.0,4.71,4.86,1,0.18,1511.0,1161.0,1140.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,1,0
34856855,0,2,1,53.39675,-6.41898,2,1.0,1.0,1.0,47,2,14,15,4.93,5.0,4.87,5.0,4.8,4.87,4.93,1,0.39,2596.0,1165.0,1098.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,1,0,1,0,0,0
34858470,0,1,0,53.35382,-6.22948,2,1.0,1.0,1.0,39,3,30,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0.03,1739.0,1048.0,1048.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1,0,0,0,0,1,0
