id,neighborhood_overview,host_is_superhost,host_listings_count,host_identity_verified,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month,kitchen,balcony,bed_linen,breakfast,tv,coffee_machine,cooking_basics,white_goods,elevator,heating,child_friendly,parking,outdoor_space,host_greeting,tub_sauna_or_pool,internet,long_term_stays,private_entrance,secure,fire_fighting_measures,first_aid_kit,dedicated_workspace,lock,essentials,host_verifications_email,host_verifications_work_email,host_days_active
24017044,,0,2,1,Dublin City,53.34412,-6.26862,Private room,1,1.0,1.0,1.0,100,1,1125,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0,0.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2643.0
24017606,"Harold’s Cross in Dublin 6 is one of Dublin’s oldest and best loved neighbourhoods, a short walk from some of the city’s prettiest streets, parks and restaurants.",0,1,1,Dublin City,53.32265,-6.28378,Entire home/apt,6,1.5,4.0,4.0,320,4,1125,22,16,1,4.86,4.67,4.9,5.0,5.0,4.76,4.57,0,0.49,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3284.0
24031304,"The house is perfectly located; we're in a leafy, quiet suburb of Dublin where you'll have a quiet night but has easy access to town. A convenient grocery store and a fast-food restaurant are next doors and there are also two lovely parks nearby.  The country's biggest shopping centre (Dundrum Shopping Centre) is just down the road.",0,3,1,Dn Laoghaire-Rathdown,53.28851,-6.25539,Private room,1,1.0,1.0,1.0,71,2,1125,123,22,1,4.8,4.84,4.89,4.83,4.83,4.71,4.79,0,2.32,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2503.0
24054749,,0,1,1,Dublin City,53.34841,-6.27846,Private room,2,1.0,1.0,1.0,88,2,1124,18,0,0,4.81,4.81,4.69,4.69,5.0,4.88,4.81,1,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2932.0
24076459,"Ana-Mihaela's home is located in  very central Dublin, County Dublin, Ireland.<br /><br />Surrounded by historical attractions , just around the corner is one of the oldest pubs in Dublin . The Mulligans in Poolbeg street .<br />Mulligans has a reputation for serving the best pint of Guinness anywhere and many famous people have sampled it over the years.<br />John F. Kennedy was a regular in 1945 when he worked as a journalist for the Hearst corporation and many international theater and film actors visited.<br />This is what most Irish Pubs around the world are trying to copy.",0,4,1,Dublin City,53.34598,-6.25614,Entire home/apt,4,1.0,1.0,2.0,330,3,90,3,0,0,3.67,4.0,4.33,3.67,3.0,4.33,4.0,0,0.06,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1634.0
24082233,,0,1,1,Dublin City,53.32923,-6.26661,Entire home/apt,4,1.5,2.0,2.0,165,3,30,23,0,0,5.0,4.96,4.78,4.96,5.0,4.96,4.91,0,0.44,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1628.0
24091967,,0,1,1,Dublin City,53.33862,-6.23802,Private room,2,1.0,1.0,1.0,90,2,1125,9,0,0,5.0,5.0,5.0,5.0,5.0,4.88,4.88,1,0.17,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2079.0
24099891,,0,1,0,Dublin City,53.34695,-6.30277,Private room,2,1.0,1.0,1.0,65,1,1125,50,0,0,4.73,4.85,4.92,4.81,4.9,4.63,4.65,1,0.93,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2496.0
24112264,,0,1,0,Dublin City,53.31532,-6.28027,Entire home/apt,4,1.0,3.0,3.0,200,5,12,3,1,0,4.5,5.0,4.5,4.0,4.5,4.0,5.0,0,0.06,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1626.0
24116914,"Really quiet neighborhood, private and safe place. Close enough to city centre but out of the noise and rush that it has.",0,1,1,Dublin City,53.36623,-6.24639,Private room,1,1.5,1.0,1.0,82,2,20,46,13,4,4.74,4.7,4.78,4.91,4.93,4.52,4.54,1,0.88,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2407.0
24133686,"Close to Dundrum shopping centre, Ranelagh Village, and next to Nutgrove shopping centre. <br />We are a 10 minute drive from the city centre .",0,1,1,Dn Laoghaire-Rathdown,53.29235,-6.26798,Entire home/apt,6,3.5,4.0,5.0,225,3,30,36,5,1,4.86,4.94,4.91,4.83,4.86,4.71,4.89,0,0.66,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1888.0
24145764,Quiet safe area... with professional local people and familys,1,1,1,Dn Laoghaire-Rathdown,53.25701,-6.21811,Private room,1,2.5,1.0,1.0,41,1,5,33,20,2,4.88,4.85,5.0,5.0,4.94,4.76,4.94,0,0.69,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2244.0
24146330,"Terenure Village is a 15-20 minute walk away (Turn left when you leave the apartment complex entrance, take the first left walk to the very end of Greenlea Road and turn right continue on straight past the Police Station and you are in Terenure Village, there are a variety of restaurants, coffee shops, takeaways as well as a Lidl and Aldi food store.",0,1,1,South Dublin,53.30684,-6.30208,Entire home/apt,4,1.5,2.0,2.0,85,2,30,99,0,0,4.56,4.88,4.63,4.91,4.87,4.6,4.66,1,1.88,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1624.0
24147407,,0,1,1,Dublin City,53.36959,-6.25358,Private room,2,1.0,1.0,1.0,61,2,5,40,0,0,4.92,4.97,5.0,4.92,5.0,4.74,4.76,1,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1624.0
24150313,,0,1,0,Dublin City,53.31855,-6.26374,Entire home/apt,2,1.0,1.0,1.0,60,2,7,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0.02,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2251.0
24194293,,1,1,1,Dublin City,53.37779109816557,-6.28516819283796,Entire home/apt,5,1.0,2.0,5.0,150,3,1125,127,54,5,4.91,4.94,4.91,4.98,4.96,4.73,4.86,1,2.44,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1622.0
24198021,This lovely townhouse is located close to the Grand Canal and Merrion Square so the whole of the city is within a short walk.  Situated on a quiet cul de sac but with local shops and bars close by.  In a residential area close to the tech giants and some of the prettiest streets and squares in the city.  A real gem.<br />For theatre lovers The Bord Gais and Gaiety theatres are close by - and access to the other theatres via bus or LUAS is simplicity itself.,0,19,1,Dublin City,53.33907,-6.24313,Entire home/apt,7,1.0,3.0,3.0,228,14,1125,43,0,0,4.55,4.69,4.83,4.86,4.71,4.62,4.57,0,0.8,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1963.0
24203302,,0,2,1,Dublin City,53.31223,-6.2916,Entire home/apt,5,1.5,3.0,3.0,300,2,1125,3,0,0,5.0,5.0,4.67,5.0,5.0,4.33,5.0,0,0.06,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2773.0
24203388,The duplex apt is located a 30 min walk from Grafton Street (2km). Close to the lovely village of Sandymount. It is also close to the IFSC and approx 1.7km to the convention centre.,0,3,1,Dublin City,53.34051,-6.23165,Entire home/apt,5,2.0,3.0,3.0,140,2,1125,74,0,0,4.69,4.84,4.78,4.8,4.82,4.77,4.76,1,1.39,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2603.0
24203920,,0,1,1,Dublin City,53.34089,-6.23533,Entire home/apt,2,1.0,1.0,1.0,90,2,1125,3,0,0,4.33,5.0,4.0,5.0,4.67,5.0,4.67,0,0.06,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2504.0
24205890,"The area is very quiet: there are mainly families with young kids living here, so try not to make noise especially after 21:00 and early in the morning. We respect our neighbours and they do the same. So. Be quiet and polite! Thanks.",0,1,0,Dn Laoghaire-Rathdown,53.29247,-6.18582,Private room,2,1.0,1.0,1.0,50,3,30,8,0,0,4.17,4.5,4.5,4.67,4.33,4.5,4.33,1,0.15,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2039.0
24207889,We are not so far the Portmarnock beach or Malahide castle.,0,2,1,Dublin City,53.40897,-6.16482,Private room,5,1.0,1.0,3.0,49,1,3,96,0,0,4.75,4.89,4.89,4.92,4.95,4.7,4.7,1,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2375.0
24218697,Rathgar is a very upmarket area with plenty of nice supermarkets and coffee shops within walking distance.,0,21,1,Dublin City,53.31672,-6.27296,Entire home/apt,2,1.0,1.0,1.0,81,3,1125,42,0,0,4.46,4.67,4.79,4.72,4.59,4.67,4.23,0,0.79,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2323.0
24223651,"Ana-Mihaela's home is located in  very central Dublin, County Dublin, Ireland.<br /><br />Surrounded by historical attractions , just around the corner is one of the oldest pubs in Dublin . The Mulligans in Poolbeg street .<br />Mulligans has a reputation for serving the best pint of Guinness anywhere and many famous people have sampled it over the years.<br />John F. Kennedy was a regular in 1945 when he worked as a journalist for the Hearst corporation and many international theater and film actors visited.<br />This is what most Irish Pubs around the world are trying to copy.",0,4,1,Dublin City,53.34611,-6.25544,Entire home/apt,4,1.0,1.0,2.0,335,3,60,1,1,0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,0,0.31,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1634.0
24223932,Dundrum is in South Dublin. A very safe and quiet neighborhood. Lots to do and see around the area and only  20 minutes from Dublin City.,0,1,0,Dn Laoghaire-Rathdown,53.27251,-6.23906,Entire home/apt,7,2.5,4.0,5.0,200,7,30,4,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0.08,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2267.0
24224956,,0,1,1,Dublin City,53.35868,-6.28567,Private room,2,2.0,1.0,1.0,40,2,1124,7,0,0,5.0,5.0,5.0,4.86,4.86,4.57,5.0,1,0.13,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2381.0
24227950,,0,1,1,Dublin City,53.32299,-6.23929,Entire home/apt,5,2.0,4.0,3.0,164,180,1125,3,0,0,5.0,4.67,5.0,5.0,5.0,5.0,4.67,0,0.06,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2040.0
24229491,"Quiet, gated residential area with plenty of amenities. FREE parking right outside the apartment",0,1,1,Dublin City,53.40177,-6.16384,Private room,2,1.0,1.0,1.0,42,1,10,37,0,0,4.81,4.83,4.94,4.86,4.92,4.5,4.75,0,0.69,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1621.0
24236216,Perfect central location in a quite beautiful cul de sac with a large green area at the end of the road and lovely friendly neighbours,0,1,1,Dn Laoghaire-Rathdown,53.2822,-6.19865,Entire home/apt,8,3.5,5.0,5.0,436,5,1125,20,2,0,5.0,5.0,4.75,4.95,5.0,4.95,4.95,0,0.39,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2547.0
24249263,,0,2,1,Dublin City,53.33436,-6.2781,Private room,2,1.0,1.0,1.0,100,2,1125,81,26,7,5.0,4.99,4.99,4.99,5.0,4.81,4.93,0,1.52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2195.0
24275187,,0,1,1,Fingal,53.40607,-6.27604,Private room,2,1.0,1.0,1.0,18,3,1125,2,0,0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,0,0.04,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2498.0
24276820,,0,1,1,Dn Laoghaire-Rathdown,53.29293,-6.19338,Entire home/apt,2,1.0,1.0,1.0,90,3,1125,38,1,0,4.89,4.87,4.61,4.97,4.92,4.82,4.92,0,0.71,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1618.0
24293919,"My place is in the city centre, so you can find good restaurants, grocery stores, anything you need just around the corner. <br /><br />If you like green parks or shopping, St Stephen's Green is your best choice. Most tourists come to Dublin to visit the famous Trinity College and the historical site Dublin Castle. All of these are just five-minute walking distance to my place.",1,9,1,Dublin City,53.34261,-6.26589,Private room,2,1.0,1.0,1.0,140,2,1125,121,8,4,4.81,4.87,4.83,4.93,4.96,4.98,4.74,0,2.25,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2772.0
24296752,A quiet neighbourhood and very settled communities of families and homeowners.,0,1,1,Dublin City,53.33983,-6.3125,Entire home/apt,3,1.0,2.0,2.0,122,3,7,6,0,0,4.33,4.5,4.67,4.67,4.67,4.33,4.33,0,0.11,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3019.0
24298524,"When the sun shines in Dublin, it lights up the streets to reveal a truly beautiful city. The river Liffey flows parallel to our street, and scenic walks can be taken along the river, which can be reached in just two minutes. There is an abundance of cafes/restaurants/pubs a short walk away. Merrion square is a beautiful central park surrounded by Dublin's famous georgian houses which I would highly recommend strolling in on a sunny day. Considering its central location, our street is quiet and the house is always incredibly peaceful both day and night, and so can be a nice relaxing haven after a long day's sight-seeing.",0,5,1,Dublin City,53.34549,-6.24805,Entire home/apt,7,1.0,3.0,4.0,219,2,1125,14,0,0,4.93,5.0,4.86,5.0,5.0,4.86,4.71,0,0.27,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2129.0
24306357,We're located just 5 minutes walking from Smithfield Square and 12 minutes walking to Temple Bar.,1,2,1,Dublin City,53.35127,-6.27212,Private room,1,1.0,1.0,1.0,130,2,1124,137,39,0,4.88,4.96,4.96,4.94,4.91,4.84,4.75,1,2.56,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1636.0
24319570,"Terenure is renowned for being a quiet neighbourhood very close to the city centre that has kept it's own village charm. There are numerous pubs, cafes and restaurants to chose from in the local village which is only a 5 minute walk away. There are also large supermarkets in the village such as Aldi, Lidl and Tesco. <br /><br />There is a local public park called Busy Park that hosts an awesome market each Sat between 12 and 4. <br /><br />The neighbourhood is safe and well connected to public transport,. The 15, 15a bus will get you to the City Centre in about 15 mins. There is also a taxi rank in the  village.",0,1,1,Dublin City,53.30722,-6.29701,Entire home/apt,7,2.0,4.0,4.0,500,5,1125,25,0,0,4.92,5.0,4.79,5.0,4.92,4.83,4.92,1,0.48,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1633.0
24329146,"9 Detached Houses in Estate, Gated community, Coded entry. green area and great areas for walking within the confines of the house.",0,3,0,Fingal,53.4908,-6.16365,Private room,7,3.0,3.0,5.0,129,1,30,207,41,4,4.68,4.8,4.46,4.89,4.85,4.85,4.7,0,3.92,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1616.0
24333913,Very safe and quiet neighbourhood in central location,0,2,1,Dublin City,53.331634521484375,-6.260633945465088,Private room,1,1.0,1.0,1.0,84,14,42,6,5,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0.11,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2295.0
24342562,"You will be staying South of the river Liffey in the city centre, close to most attractions by foot, and with easy access to public transport. You’ll find yourself walking distance from Christchurch Cathedral, a magnificent structure and one of Dublin’s top tourist attractions. Dublin Castle, St Patrick's Cathedral and The Guinness Storehouse are all closeby landmarks worth visiting! <br /><br />Once you’ve had your fill of historic wonders, you may wish to take a walk up Francis Street. Francis street is full to the brim of antique shops and bric a brac, for anyone who likes to discover old Irish hidden gems. At the other end of Francis Street you will arrive at a very trendy part of town, and should stop by to visit the Green Door Market to purchase fresh produce and delectable artisanal food. Nearby is the Fumbally Stables and Cafe, a local haunt for coffee lovers, sourdough bread bakers and farm-to-table enthusiasts. The Stables also hosts interesting courses, talks and yoga classe",0,1,1,Dublin City,53.33451,-6.27535,Entire home/apt,4,2.0,2.0,2.0,125,2,1124,106,0,0,4.58,4.71,4.63,4.73,4.81,4.75,4.55,0,1.98,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2578.0
24347637,"Just South of the River Liffey, you will be staying in the most convenient location Dublin has to offer, close to most attractions by foot, and with easy access to public transport (Bus, Luas, Dublin Bikes). You’ll be a short walk from Trinity College (with its amazing library and The Book of Kells) and from O’Connell Street, Grafton Street and the buzzing temple bar.<br /><br />You’ll be spoilt for great restaurants, pubs and cafes nearby in Temple Bar and South William Street.<br /><br />Please take a look at the guidebook on my listing for recommended places to eat and drink in the area",0,2,1,Dublin City,53.345,-6.23681,Entire home/apt,4,2.0,2.0,2.0,118,2,1124,82,0,0,4.64,4.77,4.89,4.2,4.62,4.91,4.57,0,1.53,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2344.0
24372238,,0,1,1,Dublin City,53.3434,-6.24822,Private room,2,1.0,1.0,1.0,55,2,1125,13,0,0,4.54,4.77,4.46,4.69,4.77,4.92,4.62,1,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1614.0
24384328,,0,1,1,Dublin City,53.36629,-6.2133,Entire home/apt,4,1.0,2.0,2.0,79,3,1125,2,0,0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1945.0
24384470,"Chemist, Pub,  Centra Shop.<br />further down 5 minutes on foot is the lovely Drumcondra Village",0,2,0,Dublin City,53.38129,-6.24667,Private room,2,1.0,1.0,2.0,68,2,4,54,26,0,4.79,4.94,4.89,4.96,4.92,4.81,4.74,0,1.03,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1926.0
24384707,"Great location, one of the most exclusive areas in Dublin.  Access Dublin city centre by bus in 15 minutes. Loads of speciality shops, restaurants in the area as well as hair dressers, jewellers, pharmacies, coffee shops and for the younger kids the wonderful Herbert Park is just a short stroll away (playground, café, food market, tennis courts etc). 15 minute walk to RDS.",1,6,1,Dublin City,53.32027,-6.23759,Entire home/apt,5,2.5,3.0,3.0,238,14,90,39,7,0,4.92,4.87,4.85,4.97,4.97,4.85,4.69,0,0.74,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2437.0
24402308,"Local Fact, U2 Drummer Larry Mullen Jr was born on my road.",1,2,1,Dublin City,53.37895,-6.19612,Private room,1,1.0,1.0,2.0,75,3,30,237,0,0,4.79,4.86,4.84,4.92,4.91,4.77,4.78,1,4.43,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2456.0
24404174,"Whether your stay is for leisure or business, Alensgrove offers the perfect alternative to hotel<br />accommodation. Offering greater privacy and more spacious accommodation, Alensgrove can provide a<br />home away from home. All Cottages are fully furnished with sofas, fully-equipped kitchens, dining areas,<br />and spacious bedrooms, along with Free-to- Air TV, Wifi and Secure Parking. Whether your trip is a short-<br />term stay or several months, Alensgrove can accommodate all your needs. Within Alensgrove there are<br />the following types of accommodation;<br />● 2no. 1-Bedroom Cottages – No. 1 and 11<br />● 7no. 2-Bedroom Cottages – No. 3, 4, 5, 6, 7, 8 and 10<br />● 1no. 3-Bedroom Cottages – No. 2<br />● 4no. 1-Bedroom Maisonette – No. A, B, C and D",1,21,1,South Dublin,53.35441,-6.5083,Hotel room,2,1.0,1.0,1.0,137,2,1125,40,11,1,4.98,5.0,4.95,5.0,4.98,4.95,5.0,1,0.75,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2325.0
24409691,"It's a very lovely metropolitan environment, all essential basic amenities around.<br />close to the hospital, mall, restaurant, bus, Luas and taxi station.<br />The easiest location to help connect you with different part of these huge city of Dublin.",0,1,1,South Dublin,53.28837,-6.37495,Private room,2,1.0,1.0,1.0,38,1,1125,14,0,0,4.86,4.79,5.0,4.86,5.0,4.79,4.79,0,0.26,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1895.0
24409702,The apartment is next door to the Simmonscourt entrance of the RDS. It is walking distance to an array of pubs in Ballsbridge and close the the Aviva stadium.,0,3,1,Dublin City,53.32353,-6.23018,Entire home/apt,4,1.0,2.0,2.0,117,1,1125,83,0,0,4.86,4.9,4.87,4.94,4.88,4.92,4.73,1,1.59,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2603.0
24409825,"Area close to city centre and Croke Park. Halfway between Connolly and Clontarf DART stations. Close to Fairview Park. On direct bus routes to Howth, Malahide, Dundrum and Tallaght Shopping Centres. Quiet street. A number of excellent coffee shops and restaurants within a short distance. LIDL and Aldi within walking distance.",1,1,1,Dublin City,53.35856,-6.24008,Private room,1,1.0,1.0,1.0,78,2,7,111,31,2,4.99,4.99,4.98,5.0,4.99,4.89,4.94,0,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1935.0
